The underlying securities code,The underlying securities referred to,Today financing balance (yuan),Today financing the purchase amount (yuan),Today financing repayments (yuan),Today's trading margin,Today the amount of short selling,Today margin to repay the amount,date,name,Closing price,Highest Price,Lowest,Opening price,Before closing,Change Amount,Quote change,Turnover,Volume,Turnover,The total market capitalization,Market capitalization
600111,Baotou Steel Rare Earth,171616021,73157779,49873735,123300,308134,381813,2012-01-18,Baotou Steel Rare Earth,45.46,48.77,45.2,46.2,45.19,0.27,0.5975,7.6351,56479139,2649427621,55053060120,33628349781
600111,Baotou Steel Rare Earth,162543720,33368824,42441125,150644,242992,215648,2012-01-19,Baotou Steel Rare Earth,46.58,47.31,44.82,44.98,45.46,1.12,2.4637,3.9486,29209536,1352181184,56409404760,34456852900
600111,Baotou Steel Rare Earth,165423231,45943167,43063656,130083,311646,332207,2012-01-20,Baotou Steel Rare Earth,45.62,46.88,43.63,46.69,46.58,-0.96,-2.061,3.7499,27739009,1255349130,55246823640,33746707370
600111,Baotou Steel Rare Earth,170547886,31202895,26078240,189226,365249,306106,2012-01-30,Baotou Steel Rare Earth,46.06,47.55,44.08,45.3,45.62,0.44,0.9645,3.9361,29116603,1340736168,55779673320,34072190738
600111,Baotou Steel Rare Earth,181313659,31226944,20461171,193233,298587,294580,2012-01-31,Baotou Steel Rare Earth,46.56,47.39,45.5,45.85,46.06,0.5,1.0855,3.2116,23757189,1107016848,56385184320,34442058201
600111,Baotou Steel Rare Earth,191885502,33714783,23142940,169627,275101,298707,2012-02-01,Baotou Steel Rare Earth,44.73,46.4,44.18,46.4,46.56,-1.83,-3.9304,3.1221,23095354,1045016704,54169014060,33088343285
600111,Baotou Steel Rare Earth,206172619,36044531,21757414,170808,278707,277526,2012-02-02,Baotou Steel Rare Earth,45.57,45.63,44.3,44.9,44.73,0.84,1.8779,2.7234,20146153,910683495,55186272540,33709720623
600111,Baotou Steel Rare Earth,214017996,29818862,21973485,151979,258804,277633,2012-02-03,Baotou Steel Rare Earth,45.61,45.99,44.59,45.5,45.57,0.04,0.0878,2.3041,17044322,773736182,55234713420,33739310021
600111,Baotou Steel Rare Earth,221819822,24187653,16385827,169358,206596,189217,2012-02-06,Baotou Steel Rare Earth,45.61,46.34,44.98,45.91,45.61,0.0,0.0,1.8117,13401463,612625129,55234713420,33739310021
600111,Baotou Steel Rare Earth,224579597,26935064,24175289,159167,312517,322708,2012-02-07,Baotou Steel Rare Earth,44.55,45.13,43.95,45.13,45.61,-1.06,-2.3241,2.2413,16579401,736032258,53951030100,32955190998
600111,Baotou Steel Rare Earth,222859131,51791541,53512007,170528,333876,322515,2012-02-08,Baotou Steel Rare Earth,48.51,48.86,44.35,44.54,44.55,3.96,8.8889,6.2038,45891375,2160947561,58746677220,35884541309
600111,Baotou Steel Rare Earth,237634734,59631050,44855447,150320,163684,183892,2012-02-09,Baotou Steel Rare Earth,47.57,48.58,47.2,48.11,48.51,-0.94,-1.9377,4.7859,35402902,1693613608,57608316540,35189190477
600111,Baotou Steel Rare Earth,249083114,48818968,37370588,253722,297523,194121,2012-02-10,Baotou Steel Rare Earth,47.5,48.69,47.13,47.51,47.57,-0.07,-0.1472,3.0808,22789466,1088671372,57523545000,35137409033
600111,Baotou Steel Rare Earth,260782686,34983814,23284242,156328,145400,242794,2012-02-13,Baotou Steel Rare Earth,47.65,48.3,46.55,46.8,47.5,0.15,0.3158,2.2684,16780355,797344034,57705198300,35248369272
600111,Baotou Steel Rare Earth,272871359,37469679,25381006,177778,256574,235124,2012-02-14,Baotou Steel Rare Earth,47.5,47.78,46.88,47.65,47.65,-0.15,-0.3148,1.8588,13750535,650558133,57523545000,35137409033
600111,Baotou Steel Rare Earth,296576603,65917474,42212230,170778,268089,275089,2012-02-15,Baotou Steel Rare Earth,48.12,48.92,47.08,47.23,47.5,0.62,1.3053,3.5609,26341352,1269653620,58274378640,35596044687
600111,Baotou Steel Rare Earth,298616773,30705396,28665226,164205,259026,265599,2012-02-16,Baotou Steel Rare Earth,47.51,48.39,46.98,47.9,48.12,-0.61,-1.2677,2.7751,20528341,976728319,57535655220,35144806382
600111,Baotou Steel Rare Earth,309388719,34186301,23414355,150302,204268,218171,2012-02-17,Baotou Steel Rare Earth,47.31,48.1,46.9,47.8,47.51,-0.2,-0.421,1.7605,13023167,617421703,57293450820,34996859396
600111,Baotou Steel Rare Earth,327141827,47650177,29897069,205434,280550,225418,2012-02-20,Baotou Steel Rare Earth,47.2,48.26,47.18,48.1,47.31,-0.11,-0.2325,2.9827,22064088,1054676386,57160238400,34915488554
600111,Baotou Steel Rare Earth,335565242,31717980,23294565,146234,199919,259119,2012-02-21,Baotou Steel Rare Earth,47.41,47.5,46.6,47.21,47.2,0.21,0.4449,2.2182,16408670,772362563,57414553020,35070832889
600111,Baotou Steel Rare Earth,329910380,46084266,51739128,161134,208000,193100,2012-02-22,Baotou Steel Rare Earth,48.18,48.5,47.41,47.41,47.41,0.77,1.6241,2.953,21844275,1047860135,58347039960,35640428783
600111,Baotou Steel Rare Earth,368740656,96434206,57603930,184814,301500,277820,2012-02-23,Baotou Steel Rare Earth,49.76,50.6,48.59,48.68,48.18,1.58,3.2794,5.1345,37981772,1891682090,60260454720,36809209968
600111,Baotou Steel Rare Earth,346921588,42650501,64469569,182228,180413,182999,2012-02-24,Baotou Steel Rare Earth,50.2,50.87,49.83,49.9,49.76,0.44,0.8842,3.9838,29469817,1482295942,60793304400,37134693335
600111,Baotou Steel Rare Earth,330581437,79003061,95343212,214648,311546,279126,2012-02-27,Baotou Steel Rare Earth,53.03,54.9,50.31,50.31,50.2,2.83,5.6375,6.3255,46792034,2466819723,64220496660,39228143179
600111,Baotou Steel Rare Earth,346921604,89073387,72733220,206648,282054,290054,2012-02-28,Baotou Steel Rare Earth,54.65,55.03,52.5,52.88,53.03,1.62,3.0549,6.8615,50757276,2741231712,66182352300,40426513761
600111,Baotou Steel Rare Earth,356744590,97897157,88074171,165728,278656,319576,2012-02-29,Baotou Steel Rare Earth,55.27,57.05,53.76,54.32,54.65,0.62,1.1345,6.9964,51755031,2881672561,66933185940,40885149415
600111,Baotou Steel Rare Earth,365153232,73748413,65339771,207248,229615,188095,2012-03-01,Baotou Steel Rare Earth,55.05,56.87,54.5,54.77,55.27,-0.22,-0.398,4.3203,31958521,1782460115,66666761100,40722407731
600111,Baotou Steel Rare Earth,356636880,51036896,59553248,294008,227655,140895,2012-03-02,Baotou Steel Rare Earth,55.9,56.16,55.1,55.1,55.05,0.85,1.5441,3.4003,25152899,1399209206,67696129800,41351182419
600111,Baotou Steel Rare Earth,359813154,63364558,60188284,308743,190078,175343,2012-03-05,Baotou Steel Rare Earth,56.98,57.2,55.93,56.9,55.9,1.08,1.932,3.893,28798066,1629529011,69004033560,42150096141
600111,Baotou Steel Rare Earth,382494213,65227144,42546085,214318,140762,235187,2012-03-06,Baotou Steel Rare Earth,55.14,56.68,54.8,56.67,56.98,-1.84,-3.2292,3.834,28361766,1572568829,66775753080,40788983875
600111,Baotou Steel Rare Earth,413857381,76363608,45000440,242228,246398,218488,2012-03-07,Baotou Steel Rare Earth,54.29,55.38,53.57,54.19,55.14,-0.85,-1.5415,2.9744,22002813,1202847563,65746384380,40160209187
600111,Baotou Steel Rare Earth,406534674,100533754,107856461,276528,266675,232375,2012-03-08,Baotou Steel Rare Earth,58.69,59.5,54.8,54.8,54.29,4.4,8.1046,7.035,52040547,2996083438,71074881180,43415042866
600111,Baotou Steel Rare Earth,354804958,56885504,108615220,291828,225947,210647,2012-03-09,Baotou Steel Rare Earth,62.74,62.88,58.71,58.92,58.69,4.05,6.9007,7.3675,54500260,3311917198,75979520280,46410969320
600111,Baotou Steel Rare Earth,416431924,128630395,67003429,320628,201518,172718,2012-03-12,Baotou Steel Rare Earth,63.94,65.43,63.06,63.5,62.74,1.2,1.9127,6.1961,45834689,2942733944,77432746680,47298651232
600111,Baotou Steel Rare Earth,437292976,70605854,49744802,337328,173132,156432,2012-03-13,Baotou Steel Rare Earth,63.95,64.18,62.2,63.55,63.94,0.01,0.0156,3.7969,28086786,1770318742,77444856900,47306048582
600111,Baotou Steel Rare Earth,489095614,147104345,95301707,320928,183570,199970,2012-03-14,Baotou Steel Rare Earth,64.17,67.5,61.81,64.86,63.95,0.22,0.344,7.027,51981157,3381573081,77711281740,47468790266
600111,Baotou Steel Rare Earth,523605607,117273531,82763538,342928,186600,164600,2012-03-15,Baotou Steel Rare Earth,63.84,65.68,62.63,64,64.17,-0.33,-0.5143,4.9832,36862604,2359393617,77311644480,47224677740
600111,Baotou Steel Rare Earth,510862679,98479623,111222551,368528,200827,175227,2012-03-16,Baotou Steel Rare Earth,68.97,69.92,62.5,63.83,63.84,5.13,8.0357,7.1989,53252493,3492637653,83524187340,51019517915
600111,Baotou Steel Rare Earth,594460668,186935010,103337021,379528,171220,160220,2012-03-19,Baotou Steel Rare Earth,71.91,73.79,68.01,68.87,68.97,2.94,4.2627,7.7731,57500229,4089660910,87084592020,53194338601
600111,Baotou Steel Rare Earth,600895390,90386920,83952198,307229,156444,228743,2012-03-20,Baotou Steel Rare Earth,71.34,73.4,70.05,71.5,71.91,-0.57,-0.7927,5.3365,39475790,2832405964,86394309480,52772689692
600111,Baotou Steel Rare Earth,612565860,108538232,96867762,278112,202477,231594,2012-03-21,Baotou Steel Rare Earth,70.3,72.93,70,72.1,71.34,-1.04,-1.4578,5.2404,38765164,2756562890,85134846600,52003365368
600111,Baotou Steel Rare Earth,632885859,94041762,73721763,263312,251000,265800,2012-03-22,Baotou Steel Rare Earth,66.45,70,66.11,70,70.3,-3.85,-5.4765,5.6207,41578329,2801795372,80472411900,49155385899
600111,Baotou Steel Rare Earth,650297335,84963993,67552517,395828,283630,151114,2012-03-23,Baotou Steel Rare Earth,66.89,68.2,65.03,65.45,66.45,0.44,0.6622,4.6549,34433985,2308328086,81005261580,49480869267
600111,Baotou Steel Rare Earth,671778173,83931846,62451008,437072,165829,124585,2012-03-26,Baotou Steel Rare Earth,65.49,67.36,64,66.9,66.89,-1.4,-2.093,3.9115,28935038,1884312687,79309830780,48445240369
600111,Baotou Steel Rare Earth,691792328,170714013,150699858,430772,113070,119370,2012-03-27,Baotou Steel Rare Earth,70.94,71.96,67.5,67.52,65.49,5.45,8.3219,9.8135,72593714,5098974908,85909900680,52476795721
600111,Baotou Steel Rare Earth,656528362,73428218,108692184,458772,128100,100100,2012-03-28,Baotou Steel Rare Earth,68.24,70.7,68.15,70,70.94,-2.7,-3.806,6.0183,44519419,3089440651,82640141280,50479511419
600111,Baotou Steel Rare Earth,626358577,81256272,111426057,450072,106717,115417,2012-03-29,Baotou Steel Rare Earth,67.59,69.9,65.68,67.03,68.24,-0.65,-0.9525,5.6242,41604133,2835293513,81852976980,49998683716
600111,Baotou Steel Rare Earth,621796922,72337391,76899046,467272,132100,114900,2012-03-30,Baotou Steel Rare Earth,66.76,69.18,65,68.2,67.59,-0.83,-1.228,4.536,33554678,2238152124,80847828720,49384703727
600111,Baotou Steel Rare Earth,623760540,149587617,147623999,490667,131175,107780,2012-04-05,Baotou Steel Rare Earth,73.14,73.39,65.8,65.98,66.76,6.38,9.5566,7.8214,57857870,4049525524,88574149080,54104212561
600111,Baotou Steel Rare Earth,635422499,133093955,121431996,468372,99100,121395,2012-04-06,Baotou Steel Rare Earth,71.67,73.49,70.66,73.14,73.14,-1.47,-2.0098,6.6491,49185360,3545792621,86793946740,53016802218
